"term","estimate","std.error","statistic","p.value","conf.low","conf.high","model"
"(Intercept)",7.64223573223522,1.05370644657154,7.25271801942647,0.0000000000133298640940244,5.56237497665965,9.7220964878108,"CS_M1_bivariate"
"autocracy_score",4.18590611778708,0.634907293630213,6.59294066989419,0.000000000508749653446307,2.93269297882721,5.43911925674696,"CS_M1_bivariate"
"(Intercept)",35.8084476348578,8.4453153380127,4.24003677798537,0.0000422793004160312,19.0991844003343,52.5177108693812,"CS_M2_controls"
"autocracy_score",0.948190623190979,0.840289762806366,1.12840910976262,0.261241401767596,-0.714343252460702,2.61072449884266,"CS_M2_controls"
"log_gdp_pc",-2.59148603226741,0.926922508488777,-2.79579577422549,0.005969118372417,-4.42542491701584,-0.757547147518991,"CS_M2_controls"
"cpi",-0.20683668785942,0.0520595054425759,-3.973082074081,0.000117354860706376,-0.309837694391854,-0.103835681326987,"CS_M2_controls"
"extreme_poverty",-0.111331900239219,0.0471443952572674,-2.3615087144862,0.0196975634603039,-0.2046082408917,-0.0180555595867371,"CS_M2_controls"
"gini",29.8879778710133,7.54483588115044,3.9613821084808,0.000122598049966194,14.9603352959658,44.8156204460608,"CS_M2_controls"
