"term","estimate","std.error","statistic","p.value","conf.low","conf.high","model"
"factor(entity)Belarus",6.66385984036904,3.68217472352063,1.80976198598135,0.0719129795605949,-0.599333572828312,13.9270532535664,"M3_country_year_FE"
"factor(entity)Benin",-8.4170799261325,8.44039254512202,-0.997237969814213,0.319917353007025,-25.0659920885395,8.2318322362745,"M3_country_year_FE"
"factor(entity)Bolivia",-1.00519835786736,3.05874670676468,-0.328630793666006,0.742796687112497,-7.03866243856441,5.0282657228297,"M3_country_year_FE"
"factor(entity)Botswana",5.92707403712488,4.89258255574672,1.21144078195739,0.227231054557376,-3.72368293685356,15.5778310111033,"M3_country_year_FE"
"factor(entity)Brazil",7.83136770668137,4.16196572876974,1.88165117568046,0.0614125428034651,-0.378226985840592,16.0409623992033,"M3_country_year_FE"
"factor(entity)Bulgaria",6.22507743087048,4.32106458433394,1.44063512807459,0.151333652086648,-2.29834423797602,14.748499099717,"M3_country_year_FE"
"factor(entity)Burkina Faso",-8.8959670554216,9.78494772420023,-0.909148143267031,0.364423729056184,-28.1970522008162,10.405118089973,"M3_country_year_FE"
"factor(entity)Burundi",-20.259053131808,14.2937704687169,-1.41733443783406,0.158022912257616,-48.4539182084102,7.93581194479427,"M3_country_year_FE"
"factor(entity)Cameroon",-8.95487333835323,6.08448294108838,-1.47175584598671,0.14274121159991,-20.9566874125563,3.04694073584985,"M3_country_year_FE"
"factor(entity)Chad",-11.6772468048017,11.2945222847268,-1.03388585284323,0.302503680412122,-33.9560103136671,10.6015167040638,"M3_country_year_FE"
"factor(entity)Chile",7.89931728059696,5.8143388387101,1.35859252439946,0.175886517708707,-3.56962993846351,19.3682644996574,"M3_country_year_FE"
"factor(entity)Colombia",1.63473203331668,3.6659725712858,0.445920421260358,0.656162456041341,-5.5965021779884,8.86596624462176,"M3_country_year_FE"
"factor(entity)Comoros",-8.96024833003878,7.48177788913819,-1.19760950709951,0.232560998062618,-23.7182660678382,5.79776940776062,"M3_country_year_FE"
"factor(entity)Costa Rica",6.24685617489953,4.51630994321293,1.38317703024064,0.168233771838325,-2.66169246674074,15.1554048165398,"M3_country_year_FE"
"factor(entity)Cote d'Ivoire",-4.41379109952332,5.36323031996275,-0.822972506531097,0.411555331589492,-14.9929140522138,6.16533185316714,"M3_country_year_FE"
"factor(entity)Djibouti",-3.24830120339107,5.74730196529361,-0.565187147466182,0.572613230081598,-14.5850163004043,8.08841389362212,"M3_country_year_FE"
"factor(entity)Ecuador",3.19962994492772,2.54526968936523,1.25708877070928,0.210264595273921,-1.82098624813894,8.22024613799437,"M3_country_year_FE"
"factor(entity)Egypt",-0.787459359590525,2.29976058772161,-0.342409276772008,0.732421390368954,-5.32380193072731,3.74888321154626,"M3_country_year_FE"
"factor(entity)El Salvador",-0.370448526073545,3.30105260246028,-0.112221333824686,0.910766385125983,-6.88186781469523,6.14097076254814,"M3_country_year_FE"
"factor(entity)Ethiopia",-12.1135389189504,10.4394492447027,-1.16036187685833,0.247357429933076,-32.7056467586988,8.47856892079795,"M3_country_year_FE"
"factor(entity)Georgia",3.10328558899525,2.60552058155139,1.19104243926083,0.235122715679414,-2.03617718689932,8.24274836488983,"M3_country_year_FE"
"factor(entity)Ghana",-4.61434621981288,5.05863129275349,-0.91217286905708,0.362833645386971,-14.5926390071229,5.36394656749713,"M3_country_year_FE"
"factor(entity)Guinea",-7.66534989354346,8.20046654240685,-0.934745584766897,0.351105890177977,-23.8410012539999,8.51030146691294,"M3_country_year_FE"
"factor(entity)Guinea-Bissau",-15.9034576310525,10.3463999317257,-1.53710060852055,0.125932302989635,-36.3120230786378,4.50510781653289,"M3_country_year_FE"
"factor(entity)Honduras",-3.43248651657452,5.36907508924946,-0.63930685630518,0.523393345123905,-14.0231384414003,7.15816540825126,"M3_country_year_FE"
"factor(entity)India",-5.84543355174025,4.13100680838158,-1.41501426235372,0.158701166123103,-13.9939609013122,2.30309379783173,"M3_country_year_FE"
"factor(entity)Indonesia",2.25428462887135,2.09852047854776,1.07422569944677,0.284083870475723,-1.885106155571,6.39367541331369,"M3_country_year_FE"
"factor(entity)Iran",3.99226888430846,1.92448897819959,2.0744566113563,0.0393846912684166,0.196160138858859,7.78837762975806,"M3_country_year_FE"
"factor(entity)Israel",14.6403130661127,6.93598391782541,2.11077667416259,0.0360996498990047,0.958889318294212,28.3217368139312,"M3_country_year_FE"
"factor(entity)Jamaica",0.469114066633488,3.30042465247136,0.142137487150999,0.887122014545846,-6.04106657293816,6.97929470620514,"M3_country_year_FE"
"factor(entity)Kazakhstan",6.39243857564563,4.50254352665739,1.41973942901364,0.157322202291321,-2.48895542137367,15.2738325726649,"M3_country_year_FE"
"factor(entity)Kenya",-5.83016147005619,6.12137922171111,-0.952426121449552,0.342090969128766,-17.9047544975986,6.24443155748625,"M3_country_year_FE"
"factor(entity)Kyrgyzstan",-7.49703493111746,5.46192100309269,-1.37260039588131,0.17149464748533,-18.2708280375827,3.27675817534778,"M3_country_year_FE"
"factor(entity)Laos",-5.70550025935971,4.02701718320778,-1.41680554112136,0.158177328892262,-13.6489051426406,2.23790462392118,"M3_country_year_FE"
"factor(entity)Lesotho",-14.7291475935269,8.50574668640391,-1.73167014450017,0.0849554064851669,-31.5069726414229,2.04867745436911,"M3_country_year_FE"
