"entity","year","strategic_present","social_present","strategic_aid_usd2021","social_aid_usd2021","coverage","strategic_share_of_two_family_aid","strategic_to_social_ratio","log_ratio_strategic_to_social"
"Seychelles",2017,TRUE,TRUE,5044430.23147052,8311938.53920117,"Both families funded",0.377679765966572,0.606889741506116,-0.499408149387296
"Sierra Leone",2016,TRUE,TRUE,206640788.962732,53308920.5134231,"Both families funded",0.794926023880349,3.87628912708333,1.35487828543726
"Sierra Leone",2018,TRUE,TRUE,1634774.62181801,4078126.72992184,"Both families funded",0.286154883686228,0.400864105037104,-0.914132799293607
"Sierra Leone",2019,TRUE,TRUE,1123564.61226213,40905003.8512902,"Both families funded",0.0267333543191341,0.0274676569239998,-3.59474607832647
"Sierra Leone",2021,TRUE,TRUE,2000000000,48060458.6802099,"Both families funded",0.97653367190577,41.6142511936439,3.72844268537148
"South Africa",2015,TRUE,TRUE,1947116161.95886,26370.2807590445,"Both families funded",0.99998645693352,73837.5210999997,11.2096222973781
"South Africa",2017,TRUE,TRUE,3794361466.53081,86548.8971501853,"Both families funded",0.999977190648864,43840.6680092825,10.6883171589438
"South Africa",2018,TRUE,TRUE,3158275584.37761,322615955.558487,"Both families funded",0.907318009809519,9.78958272200225,2.28131883275378
"South Africa",2019,TRUE,TRUE,707743563.58981,266417.260273195,"Both families funded",0.999623709739299,2656.52294023316,7.88477338136403
"South Sudan",2019,TRUE,TRUE,876629233.769162,28097296.3073237,"Both families funded",0.968943879312406,31.1997718278917,3.4404107815801
"Sri Lanka",2013,TRUE,TRUE,555682297.946399,89522692.0793309,"Both families funded",0.861249225496906,6.2071669767703,1.82570458843432
"Sri Lanka",2014,TRUE,TRUE,2233459329.84241,87881387.0694533,"Both families funded",0.962141969755149,25.4144751729657,3.23531890039903
"Sri Lanka",2015,TRUE,TRUE,3960326.42041259,2285737.91792283,"Both families funded",0.634051493210846,1.73262489516363,0.549637539044132
"Sri Lanka",2016,TRUE,TRUE,329864582.172063,425654224.98133,"Both families funded",0.436606711902925,0.774959022635172,-0.254945125045803
"Sri Lanka",2017,TRUE,TRUE,1026027242.2735,979833329.125565,"Both families funded",0.511514736818351,1.04714466407176,0.0460670924218806
"Sri Lanka",2018,TRUE,TRUE,659783049.018524,92669997.5413785,"Both families funded",0.876842817016887,7.11970504503273,1.96286629830635
"Sri Lanka",2019,TRUE,TRUE,1355358025.4563,26203638.5849827,"Both families funded",0.98103331956365,51.7240390513194,3.94592264542751
"Suriname",2015,TRUE,TRUE,73281227.8667968,30532723.9806381,"Both families funded",0.705889974928331,2.40008811245492,0.875505450202859
"Suriname",2016,TRUE,TRUE,284334183.199193,21403262.5185056,"Both families funded",0.929994631608625,13.2846187796535,2.58660688325271
"Suriname",2019,TRUE,TRUE,229068021.567225,22471292.2452427,"Both families funded",0.910664890093499,10.1938072393554,2.32178040251358
"Syria",2018,TRUE,TRUE,13078196.9745441,32695.4924363603,"Both families funded",0.997506234413965,399.999999999999,5.99146454710798
"Tajikistan",2013,TRUE,TRUE,209549172.383816,40634052.0928999,"Both families funded",0.837582826834652,5.15698439094217,1.64035198829328
"Tajikistan",2017,TRUE,TRUE,127684273.732702,257406234.957828,"Both families funded",0.33156951638949,0.496041883964547,-0.701094912345451
"Tajikistan",2018,TRUE,TRUE,109311929.712231,148304594.444892,"Both families funded",0.424320334535531,0.737077162857891,-0.305062693687302
"Tajikistan",2020,TRUE,TRUE,616494025.317844,37788922.7533144,"Both families funded",0.942243760341429,16.3141465911137,2.79203262044018
"Tajikistan",2021,TRUE,TRUE,144031007.751937,62940310.0775194,"Both families funded",0.695898394339925,2.28837461357505,0.827841789824679
"Tanzania",2014,TRUE,TRUE,332460697.991969,3321.28569422546,"Both families funded",0.999990010089809,100100,11.5139249653033
"Tanzania",2015,TRUE,TRUE,49706216.8177974,94439205.1053755,"Both families funded",0.344833822362322,0.526330317608403,-0.641826283097397
"Tanzania",2018,TRUE,TRUE,66590959.7911491,57024807.0971101,"Both families funded",0.538693092858803,1.16775423155309,0.155082444074176
"Tanzania",2019,TRUE,TRUE,47189713.7150098,163628.680557946,"Both families funded",0.996544516769459,288.395124583911,5.66433150021905
"Tanzania",2020,TRUE,TRUE,55841850.1193699,880530.941279744,"Both families funded",0.984476481332153,63.4183848647165,4.14975380149982
"Tanzania",2021,TRUE,TRUE,20000000,136705834.870834,"Both families funded",0.127627666298994,0.146299534463156,-1.92209915303115
"Thailand",2013,TRUE,TRUE,20733311.8292491,425908423.041383,"Both families funded",0.0464204533758011,0.0486802108331034,-3.02248267987171
"Thailand",2020,TRUE,TRUE,139604625.298424,3880051.876081,"Both families funded",0.97295842348823,35.9800924722249,3.58296579861983
"Togo",2014,TRUE,TRUE,211461469.052882,8617288.83226587,"Both families funded",0.960844522592394,24.5392110174029,3.20027228788584
"Togo",2015,TRUE,TRUE,19606443.7476412,64807168.4899815,"Both families funded",0.232266375385636,0.302535108452889,-1.19555794724451
"Togo",2016,TRUE,TRUE,171364521.819915,15929.5284958117,"Both families funded",0.999907051659799,10757.664413292,9.28337374819271
"Tonga",2018,TRUE,TRUE,8589997.97289116,13595809.4568425,"Both families funded",0.387184374519484,0.631812177138741,-0.459163117076018
"Tonga",2020,TRUE,TRUE,11815811.7643884,3042539.14105694,"Both families funded",0.795230361672109,3.88353648600351,1.35674620396759
"Tunisia",2018,TRUE,TRUE,4957826.16721229,32956576.5433094,"Both families funded",0.130763662692131,0.150435108473632,-1.89422346070767
"Tunisia",2019,TRUE,TRUE,26425503.9943743,44599546.5067153,"Both families funded",0.372058925800678,0.59250611416857,-0.523394086754246
"Turkey",2016,TRUE,TRUE,642357652.547005,153740746.988272,"Both families funded",0.80688223079205,4.17818740399385,1.42987751708147
"Turkey",2019,TRUE,TRUE,3625674829.59465,18875359.9959816,"Both families funded",0.994820935639769,192.085069125385,5.25793834226336
"Uganda",2014,TRUE,TRUE,1408131557.52571,885676.18512679,"Both families funded",0.99937142274492,1589.8943442,7.37142284281769
"Uganda",2015,TRUE,TRUE,1237214908.96851,11526297.3961818,"Both families funded",0.990769666815323,107.338451060472,4.67598693642724
"Uganda",2016,TRUE,TRUE,135883460.047765,7084827.0501508,"Both families funded",0.950444765101658,19.1795027720363,2.953842144825
"Uganda",2018,TRUE,TRUE,384522.150358739,43756572.478391,"Both families funded",0.00871120559181363,0.00878775755456243,-4.73439571307857
"Uganda",2019,TRUE,TRUE,236921782.306673,2119947.59522227,"Both families funded",0.991131474842939,111.758320271984,4.71633868505752
"Uganda",2020,TRUE,TRUE,509699954.062169,374401.128040482,"Both families funded",0.999265987156126,1361.37398070835,7.2162497486734
"Uganda",2021,TRUE,TRUE,5000000,28844586.5019939,"Both families funded",0.147734113983205,0.173342751841992,-1.75248442000105
"Ukraine",2019,TRUE,TRUE,101423601.045074,169472253.343403,"Both families funded",0.374400713049037,0.598467295053654,-0.513383400333245
"Uruguay",2014,TRUE,TRUE,48933609.2282551,1107095.23140848,"Both families funded",0.97787610619469,44.2000000000003,3.78872478908366
"Uruguay",2015,TRUE,TRUE,62745304.8195896,34246239.0057017,"Both families funded",0.646915208738314,1.83218089464198,0.605507002994108
"Uruguay",2016,TRUE,TRUE,22789527.0113184,15620935.8258419,"Both families funded",0.593315605384235,1.45890920143321,0.377689034179263
"Uruguay",2017,TRUE,TRUE,60131927.3629205,8867489.33331731,"Both families funded",0.871484575408,6.78116714919411,1.91414923303574
"Uzbekistan",2014,TRUE,TRUE,272800110.938027,142319970.445163,"Both families funded",0.657159514011105,1.9168083726039,0.65066149694067
"Uzbekistan",2018,TRUE,TRUE,93509108.3679904,7084023.36121139,"Both families funded",0.929577464788732,13.2,2.58021682959233
"Vanuatu",2014,TRUE,TRUE,160255944.175583,28960488.2079042,"Both families funded",0.846945173613623,5.53360644423958,1.71083976286905
"Vanuatu",2017,TRUE,TRUE,1364229.12820266,33047798.4550361,"Both families funded",0.0396439624169992,0.0412804843886588,-3.18736542365629
"Vanuatu",2018,TRUE,TRUE,57674008.9507915,50444.5267929264,"Both families funded",0.999126115125325,1143.3154916398,7.04168764639035
"Vanuatu",2021,TRUE,TRUE,63147776.9679299,4397228.69446064,"Both families funded",0.934899277136207,14.360812538015,2.66450314544653
"Venezuela",2014,TRUE,TRUE,2425645652.016,1796792.73658014,"Both families funded",0.999259800066335,1349.9863410138,7.20784975361373
"Venezuela",2015,TRUE,TRUE,5611377847.89476,46013298.352737,"Both families funded",0.991866693116445,121.951219512195,4.80362112471193
"Vietnam",2015,TRUE,TRUE,1635144282.12084,20479.3153534814,"Both families funded",0.999987475686954,79843.6985757372,11.2878262347588
"Vietnam",2016,TRUE,TRUE,5163268482.86774,23011684.0216276,"Both families funded",0.995562969357394,224.375950843712,5.41332299697713
"Vietnam",2017,TRUE,TRUE,691170701.008101,170528.641025333,"Both families funded",0.99975333650922,4053.10625154999,8.30723884181639
"Vietnam",2019,TRUE,TRUE,2223159846.13309,6769.24101348301,"Both families funded",0.999996955135541,328420.843888553,12.7020511255832
"Vietnam",2020,TRUE,TRUE,315571601.627299,212282.174264497,"Both families funded",0.999327761215332,1486.56665459864,7.3042244813916
"Vietnam",2021,TRUE,TRUE,40500000,35901120.1049222,"Both families funded",0.530096940259267,1.12809850727881,0.120533478410781
"Zambia",2013,TRUE,TRUE,787084625.685754,23155928.7048675,"Both families funded",0.971420921133375,33.9906308970585,3.5260849247908
"Zambia",2014,TRUE,TRUE,671622789.556223,25135924.8812935,"Both families funded",0.963924491562929,26.7196370425205,3.28539876483818
"Zambia",2015,TRUE,TRUE,273274101.192474,528186930.081741,"Both families funded",0.340969916850486,0.517381414852849,-0.658974930144299
"Zambia",2016,TRUE,TRUE,1452132487.02061,1167836672.68761,"Both families funded",0.554255565047311,1.2434379917859,0.217880117144152
"Zambia",2017,TRUE,TRUE,2234061050.00508,3249393.35314362,"Both families funded",0.998547634118998,687.531735067944,6.53310798857421
"Zambia",2018,TRUE,TRUE,2358945271.12016,503259918.077935,"Both families funded",0.824170566115515,4.68732991915889,1.54486310672548
"Zimbabwe",2013,TRUE,TRUE,377005723.847747,78962.5586532884,"Both families funded",0.99979059728093,4774.48717819691,8.47104184991109
"Zimbabwe",2014,TRUE,TRUE,110709523.140848,33212.8569422546,"Both families funded",0.999700089973008,3333.33333333331,8.11172808330807
"Zimbabwe",2015,TRUE,TRUE,1119694335.76892,30760674.3211501,"Both families funded",0.973262166663308,36.4001882429168,3.59457394613803
"Zimbabwe",2016,TRUE,TRUE,5904022.54179233,59040.2254179233,"Both families funded",0.99009900990099,100,4.60517018598809
"Zimbabwe",2017,TRUE,TRUE,34570144.7106292,115253487.323381,"Both families funded",0.230738931110559,0.299948795593763,-1.20414350024778
