"entity","year","strategic_present","social_present","strategic_aid_usd2021","social_aid_usd2021","coverage","strategic_share_of_two_family_aid"
"Ghana",2014,TRUE,TRUE,191663624.923136,927285.431931238,"Both families funded",0.995185206663068
"Ghana",2015,FALSE,TRUE,0,23923735.4758644,"Social only",NA
"Ghana",2016,TRUE,TRUE,832387736.227003,1322693.74120072,"Both families funded",0.998413485433724
"Ghana",2017,TRUE,TRUE,110965896.260586,17052864.1025332,"Both families funded",0.866794022577913
"Ghana",2018,TRUE,TRUE,702648509.283756,132192915.920095,"Both families funded",0.841655059357152
"Ghana",2019,TRUE,TRUE,391339918.430847,338735525.906326,"Both families funded",0.53602668253846
"Ghana",2020,TRUE,TRUE,378579845.667743,311196569.879425,"Both families funded",0.548844287996471
"Ghana",2021,FALSE,TRUE,0,1000000,"Social only",NA
"Grenada",2014,FALSE,TRUE,0,233793.04968315,"Social only",NA
"Grenada",2016,FALSE,TRUE,0,9213.81757872112,"Social only",NA
"Grenada",2017,TRUE,TRUE,78613703.5126785,64442773.4434733,"Both families funded",0.549529145309334
"Grenada",2019,TRUE,TRUE,55179506.5133184,133163.213305142,"Both families funded",0.997592536864279
"Grenada",2020,TRUE,TRUE,620465.001326332,549899.723547155,"Both families funded",0.530146703963077
"Grenada",2021,FALSE,TRUE,0,828114.5,"Social only",NA
"Guinea",2013,TRUE,FALSE,377497432.190328,0,"Strategic only",NA
"Guinea",2014,FALSE,TRUE,0,5535476.15704244,"Social only",NA
"Guinea",2015,TRUE,TRUE,87609924.8579158,17956.4091132632,"Both families funded",0.999795083381526
"Guinea",2017,FALSE,TRUE,0,22595044.9358565,"Social only",NA
"Guinea",2018,TRUE,TRUE,1943378672.61806,277911685.709062,"Both families funded",0.874887276817624
"Guinea",2019,FALSE,TRUE,0,33706938.3678641,"Social only",NA
"Guinea",2020,TRUE,TRUE,926974711.981541,551270.74437842,"Both families funded",0.999405654661276
"Guinea",2021,FALSE,TRUE,0,9000000,"Social only",NA
"Guinea-Bissau",2013,TRUE,TRUE,2538082.24242712,5151833.17677515,"Both families funded",0.330053336619197
"Guinea-Bissau",2014,FALSE,TRUE,0,179679.273658014,"Social only",NA
"Guinea-Bissau",2015,FALSE,TRUE,0,1713358.25475294,"Social only",NA
"Guinea-Bissau",2016,FALSE,TRUE,0,14169.6541003016,"Social only",NA
"Guinea-Bissau",2018,TRUE,FALSE,17982520.8399981,0,"Strategic only",NA
"Guinea-Bissau",2020,FALSE,TRUE,0,334336.325034691,"Social only",NA
"Guinea-Bissau",2021,FALSE,TRUE,0,7200000,"Social only",NA
"Guyana",2014,FALSE,TRUE,0,80438.3410045865,"Social only",NA
"Guyana",2015,TRUE,TRUE,48209564.1799549,452171.076944159,"Both families funded",0.990707871912972
"Guyana",2016,FALSE,TRUE,0,495937.893510556,"Social only",NA
"Guyana",2017,TRUE,TRUE,53518521.1178853,3606594.14126961,"Both families funded",0.936865000185858
"Guyana",2018,FALSE,TRUE,0,12335258.9133635,"Social only",NA
"Guyana",2019,FALSE,TRUE,0,38209061.7691985,"Social only",NA
"Guyana",2020,FALSE,TRUE,0,32379639.9335348,"Social only",NA
"Guyana",2021,TRUE,TRUE,210000000,489496.402877698,"Both families funded",0.997674485372226
"Haiti",2016,FALSE,TRUE,0,70848.270501508,"Social only",NA
"Honduras",2013,TRUE,FALSE,335838967.980348,0,"Strategic only",NA
"India",2013,TRUE,FALSE,714430669.963908,0,"Strategic only",NA
"India",2015,TRUE,FALSE,16834133.5436842,0,"Strategic only",NA
"India",2016,TRUE,FALSE,530688970.191545,0,"Strategic only",NA
"India",2018,FALSE,TRUE,0,95590.8297232795,"Social only",NA
"India",2020,TRUE,FALSE,101530636.580682,0,"Strategic only",NA
"Indonesia",2013,TRUE,FALSE,3910630331.12071,0,"Strategic only",NA
"Indonesia",2014,TRUE,FALSE,1350647689.92369,0,"Strategic only",NA
"Indonesia",2015,TRUE,TRUE,2123054135.62974,305489803.292756,"Both families funded",0.874208657131278
"Indonesia",2016,TRUE,TRUE,4747741817.00582,1776964.0171141,"Both families funded",0.999625864408787
"Indonesia",2017,TRUE,FALSE,6742193037.66277,0,"Strategic only",NA
"Indonesia",2018,TRUE,FALSE,2114885113.79739,0,"Strategic only",NA
"Indonesia",2019,TRUE,FALSE,1549834329.3438,0,"Strategic only",NA
"Indonesia",2020,TRUE,TRUE,464337123.275195,3996991.45855238,"Both families funded",0.991465512904554
"Indonesia",2021,TRUE,TRUE,686666663.999996,75944125.0790698,"Both families funded",0.90041561676464
"Iran",2013,TRUE,FALSE,134044583.496718,0,"Strategic only",NA
"Iran",2014,TRUE,TRUE,3896127252.18173,215622788.462682,"Both families funded",0.947559363693983
"Iran",2015,TRUE,FALSE,1144721080.97053,0,"Strategic only",NA
"Iran",2016,TRUE,FALSE,1663922781.34721,0,"Strategic only",NA
"Iran",2017,TRUE,TRUE,3413247915.28948,377966915.502879,"Both families funded",0.9003045376292
"Iran",2018,TRUE,FALSE,3580815345.51452,0,"Strategic only",NA
"Iran",2019,TRUE,FALSE,3062368267.26263,0,"Strategic only",NA
"Iran",2020,FALSE,TRUE,0,399995.172405045,"Social only",NA
"Iran",2021,FALSE,TRUE,0,45000000,"Social only",NA
"Iraq",2013,TRUE,FALSE,465879096.054401,0,"Strategic only",NA
"Iraq",2014,TRUE,FALSE,393018807.150013,0,"Strategic only",NA
"Iraq",2016,TRUE,FALSE,1285718988.92612,0,"Strategic only",NA
"Iraq",2018,TRUE,FALSE,760392528.493944,0,"Strategic only",NA
"Iraq",2019,TRUE,TRUE,1273373225.73234,528075.367763205,"Both families funded",0.999585466026836
"Iraq",2020,TRUE,FALSE,1261760467.13576,0,"Strategic only",NA
"Iraq",2021,TRUE,TRUE,756950000,1647400000,"Both families funded",0.314825212635432
"Israel",2014,TRUE,FALSE,2007990896.04204,0,"Strategic only",NA
"Israel",2015,FALSE,TRUE,0,448910227.83158,"Social only",NA
"Israel",2020,TRUE,FALSE,140009276.386246,0,"Strategic only",NA
"Jamaica",2013,TRUE,TRUE,855082469.898156,7485443.46639774,"Both families funded",0.99132190828059
"Jamaica",2014,TRUE,TRUE,22870337.8633891,8998191.76143082,"Both families funded",0.717646472323504
"Jamaica",2015,FALSE,TRUE,0,448910.22783158,"Social only",NA
"Jamaica",2016,TRUE,TRUE,203638777.705733,6140183.44346403,"Both families funded",0.970730222850627
"Jamaica",2017,TRUE,TRUE,376123174.451645,2650377.76114824,"Both families funded",0.99300273805902
"Jamaica",2018,FALSE,TRUE,0,45011395.0956435,"Social only",NA
"Jamaica",2020,FALSE,TRUE,0,135311.191146886,"Social only",NA
"Jamaica",2021,FALSE,TRUE,0,1950155.25899993,"Social only",NA
"Jordan",2016,TRUE,TRUE,153504586.086601,3553928.0342282,"Both families funded",0.977371949211909
"Jordan",2017,TRUE,FALSE,1830001525.09697,0,"Strategic only",NA
"Jordan",2019,FALSE,TRUE,0,112356.461226213,"Social only",NA
"Jordan",2020,FALSE,TRUE,0,1177816.30271775,"Social only",NA
"Jordan",2021,FALSE,TRUE,0,12600000,"Social only",NA
"Kazakhstan",2013,TRUE,TRUE,789625586.532884,107325571.310584,"Both families funded",0.880344018320211
"Kazakhstan",2014,TRUE,TRUE,221419046.281697,70521.9662407207,"Both families funded",0.999681601409951
"Kazakhstan",2015,TRUE,TRUE,1638713900.05285,71488.9537821792,"Both families funded",0.999956376866512
"Kazakhstan",2016,TRUE,TRUE,2715850369.22447,75217.2471824343,"Both families funded",0.999972305114854
"Kazakhstan",2017,TRUE,TRUE,4087384597.55833,19893620.2413629,"Both families funded",0.995156495570436
"Kazakhstan",2018,TRUE,TRUE,792552151.61792,31585.2465265919,"Both families funded",0.999960149010057
"Kazakhstan",2019,TRUE,TRUE,2471056918.12663,69708353.0610909,"Both families funded",0.972564032635528
"Kazakhstan",2020,TRUE,TRUE,827900580.318235,1459761.80397044,"Both families funded",0.998239894374217
"Kazakhstan",2021,TRUE,FALSE,637000000,0,"Strategic only",NA
"Kenya",2013,TRUE,TRUE,298665125.018923,91188441.8525892,"Both families funded",0.766095658469009
"Kenya",2014,TRUE,TRUE,3997191098.74444,58876248.4406739,"Both families funded",0.985484400676549
"Kenya",2015,TRUE,TRUE,1723718364.23349,2447884.93870196,"Both families funded",0.998581895029013
"Kenya",2016,TRUE,TRUE,229950576.621994,720054589.191474,"Both families funded",0.24205192234412
"Kenya",2017,TRUE,TRUE,1415627385.72939,464159504.971734,"Both families funded",0.753078656273312
"Kenya",2018,TRUE,TRUE,196133419.371748,186584655.737859,"Both families funded",0.512474931620559
"Kenya",2019,TRUE,TRUE,562905870.743331,99607554.4487465,"Both families funded",0.849652021134714
"Kenya",2020,TRUE,TRUE,39533491.6185994,868785.184263042,"Both families funded",0.978496628086032
"Kenya",2021,TRUE,TRUE,18241517.6942721,3603500,"Both families funded",0.835042477400013
"Kiribati",2019,FALSE,TRUE,0,280891.153065534,"Social only",NA
"Kiribati",2020,FALSE,TRUE,0,3435044.01475669,"Social only",NA
"Kiribati",2021,TRUE,TRUE,6986466.16541352,12218272.9323308,"Both families funded",0.363788652886938
"Kyrgyzstan",2013,TRUE,FALSE,1225035333.52558,0,"Strategic only",NA
"Kyrgyzstan",2014,TRUE,FALSE,9433161.86704574,0,"Strategic only",NA
"Kyrgyzstan",2015,TRUE,FALSE,332458725.089987,0,"Strategic only",NA
"Kyrgyzstan",2016,TRUE,FALSE,86982388.6377354,0,"Strategic only",NA
"Kyrgyzstan",2017,TRUE,TRUE,224991524.29422,170528.641025333,"Both families funded",0.999242640405866
"Kyrgyzstan",2018,TRUE,TRUE,88189801.8913944,7367384.29565985,"Both families funded",0.922900782352066
"Kyrgyzstan",2020,FALSE,TRUE,0,10419043.7502403,"Social only",NA
"Kyrgyzstan",2021,FALSE,TRUE,0,42233356.9596848,"Social only",NA
"Laos",2013,TRUE,TRUE,821483095.773085,146393934.000735,"Both families funded",0.848747382676346
"Laos",2014,TRUE,TRUE,2550834112.70521,64805657.9540926,"Both families funded",0.975223783228469
"Laos",2015,TRUE,TRUE,1517150394.39799,10970354.1600608,"Both families funded",0.992821016159611
"Laos",2016,TRUE,TRUE,4402779571.5871,181130749.046507,"Both families funded",0.960485538246422
"Laos",2017,TRUE,TRUE,1028457607.41773,112741600.441078,"Both families funded",0.901207782423359
"Laos",2018,TRUE,TRUE,543691780.72974,27246.2436969669,"Both families funded",0.999949889111204
"Laos",2019,TRUE,TRUE,3977418727.40797,35752609.5661817,"Both families funded",0.991091182866581
"Laos",2020,TRUE,TRUE,96047982.2053162,1784018.31622333,"Both families funded",0.98176447065671
"Laos",2021,FALSE,TRUE,0,125775571.50493,"Social only",NA
"Lebanon",2013,TRUE,TRUE,5391864.91548717,18345975.6422161,"Both families funded",0.227142182642112
"Lebanon",2014,FALSE,TRUE,0,2156151.28389616,"Social only",NA
"Lebanon",2015,FALSE,TRUE,0,3571078.82814481,"Social only",NA
"Lebanon",2017,FALSE,TRUE,0,17052864.1025332,"Social only",NA
"Lebanon",2019,TRUE,TRUE,289879669.963632,34851063.2812992,"Both families funded",0.892677040657521
"Lebanon",2020,FALSE,TRUE,0,306795.124555818,"Social only",NA
"Lebanon",2021,FALSE,TRUE,0,7042000,"Social only",NA
"Lesotho",2014,TRUE,FALSE,13889207.8537644,0,"Strategic only",NA
"Lesotho",2016,FALSE,TRUE,0,33723.3036814691,"Social only",NA
"Lesotho",2017,FALSE,TRUE,0,49592.7061679161,"Social only",NA
"Lesotho",2018,TRUE,TRUE,115348017.901583,70903544.4604636,"Both families funded",0.619313021800928
"Lesotho",2020,TRUE,TRUE,77935799.514425,1747301.79115889,"Both families funded",0.978071865144179
"Lesotho",2021,FALSE,TRUE,0,4160119.99999999,"Social only",NA
"Liberia",2013,FALSE,TRUE,0,21263489.0087784,"Social only",NA
"Liberia",2014,TRUE,TRUE,4428380.92563395,22141.9046281697,"Both families funded",0.995024875621891
"Liberia",2015,TRUE,TRUE,1122275.56957895,18068636.670221,"Both families funded",0.0584795321637429
"Liberia",2016,TRUE,TRUE,62193740.5989936,5501480.59698525,"Both families funded",0.918731625367493
"Liberia",2017,FALSE,TRUE,0,11523.3815702097,"Social only",NA
"Liberia",2018,FALSE,TRUE,0,21796994.9575735,"Social only",NA
"Liberia",2019,TRUE,TRUE,42819358.0315306,25841.9860820291,"Both families funded",0.999396852247827
"Liberia",2020,FALSE,TRUE,0,5104855.32306734,"Social only",NA
"Liberia",2021,FALSE,TRUE,0,6940671.77984496,"Social only",NA
"Libya",2018,FALSE,TRUE,0,6539098.48727206,"Social only",NA
"Libya",2020,FALSE,TRUE,0,4199025.48502135,"Social only",NA
"Madagascar",2013,FALSE,TRUE,0,22015170.7706592,"Social only",NA
"Madagascar",2015,FALSE,TRUE,0,4235921.19549553,"Social only",NA
"Madagascar",2016,TRUE,TRUE,143700.3662537,118080.450835846,"Both families funded",0.548933905285142
"Madagascar",2017,TRUE,TRUE,153688944.086495,41414846.7204252,"Both families funded",0.787729154061336
"Madagascar",2018,TRUE,TRUE,111684063.168882,656703.447939635,"Both families funded",0.994154362056478
"Madagascar",2019,TRUE,TRUE,178345816.791625,865144.751441847,"Both families funded",0.995172478602912
"Madagascar",2020,FALSE,TRUE,0,283676.598606399,"Social only",NA
"Madagascar",2021,FALSE,TRUE,0,5641860.46511628,"Social only",NA
"Malawi",2013,FALSE,TRUE,0,81530519.3913423,"Social only",NA
"Malawi",2014,TRUE,TRUE,13122499.8037506,446164.99332752,"Both families funded",0.967117988394584
"Malawi",2015,TRUE,TRUE,2025794.3656016,41524421.1626841,"Both families funded",0.0465162879454834
"Malawi",2016,FALSE,TRUE,0,33271112.7040922,"Social only",NA
"Malawi",2017,TRUE,TRUE,23046763.1404194,374358.598531662,"Both families funded",0.984016196888252
"Malawi",2018,TRUE,TRUE,24717432.4074821,1121529.80493625,"Both families funded",0.956595400553772
"Malawi",2019,FALSE,TRUE,0,114534.010783612,"Social only",NA
"Malawi",2020,FALSE,TRUE,0,1336104.88861236,"Social only",NA
"Malawi",2021,FALSE,TRUE,0,30565962.1356306,"Social only",NA
"Malaysia",2013,FALSE,TRUE,0,191766213.872271,"Social only",NA
"Malaysia",2015,TRUE,TRUE,2221471252.18812,56113778.4789476,"Both families funded",0.975362597785202
"Malaysia",2016,FALSE,TRUE,0,854782780.091709,"Social only",NA
"Malaysia",2017,TRUE,TRUE,1930384216.40676,164071.774026907,"Both families funded",0.999915012861874
"Malaysia",2018,TRUE,TRUE,6496242877.38136,27203537.4000792,"Both families funded",0.995829882600332
"Malaysia",2019,TRUE,TRUE,1396446954.23194,207082.678495519,"Both families funded",0.999851729438341
"Malaysia",2020,FALSE,TRUE,0,7805895.63796795,"Social only",NA
"Malaysia",2021,FALSE,TRUE,0,63258304,"Social only",NA
"Maldives",2013,TRUE,FALSE,4403034.15413185,0,"Strategic only",NA
"Maldives",2014,TRUE,TRUE,30545476.5218624,395377.83678791,"Both families funded",0.987221495818929
"Maldives",2015,TRUE,TRUE,419549815.518041,1698265.40593577,"Both families funded",0.995968491055886
"Maldives",2016,TRUE,TRUE,298726546.42914,642495.088716589,"Both families funded",0.997853835902807
"Maldives",2017,TRUE,TRUE,35666753.4897003,608607302.961323,"Both families funded",0.0553595991217934
"Maldives",2018,TRUE,TRUE,167196731.384801,22562368.5292567,"Both families funded",0.881099939136119
"Maldives",2020,FALSE,TRUE,0,437241.686434665,"Social only",NA
"Maldives",2021,TRUE,TRUE,1302083.33333333,3975875,"Both families funded",0.246702086507566
"Mali",2013,TRUE,TRUE,407414077.886035,606207.743893683,"Both families funded",0.998514270576136
"Mali",2014,TRUE,TRUE,111097917.501226,1074818.94101655,"Both families funded",0.990418180253898
"Mali",2015,FALSE,TRUE,0,15382472.55972,"Social only",NA
"Mali",2016,TRUE,FALSE,7107856.06845641,0,"Strategic only",NA
"Mali",2017,TRUE,TRUE,62754.5398973225,51158592.3075998,"Both families funded",0.00122516379907314
"Mali",2020,FALSE,TRUE,0,58633.9426253384,"Social only",NA
"Mali",2021,FALSE,TRUE,0,15434419.4470993,"Social only",NA
"Marshall Islands",2013,TRUE,FALSE,184997994.559133,0,"Strategic only",NA
"Marshall Islands",2014,TRUE,FALSE,311315179.072066,0,"Strategic only",NA
"Marshall Islands",2015,TRUE,FALSE,217250103.636817,0,"Strategic only",NA
"Marshall Islands",2016,TRUE,FALSE,886426402.011176,0,"Strategic only",NA
"Marshall Islands",2017,TRUE,FALSE,828047152.87213,0,"Strategic only",NA
"Marshall Islands",2018,TRUE,FALSE,820553047.038035,0,"Strategic only",NA
"Marshall Islands",2019,TRUE,FALSE,239208029.51522,0,"Strategic only",NA
"Marshall Islands",2020,TRUE,FALSE,150286054.389258,0,"Strategic only",NA
"Marshall Islands",2021,TRUE,FALSE,169428571,0,"Strategic only",NA
"Mauritania",2013,TRUE,TRUE,209210784.530281,18345975.642216,"Both families funded",0.919378463516931
"Mauritania",2014,FALSE,TRUE,0,49977983.1651699,"Social only",NA
"Mauritania",2015,FALSE,TRUE,0,54058991.3004561,"Social only",NA
"Mauritania",2016,TRUE,TRUE,3014563.20892194,584621.161630539,"Both families funded",0.837568431777559
"Mauritania",2017,FALSE,TRUE,0,55363501.7787434,"Social only",NA
"Mauritania",2018,TRUE,TRUE,49434864.8149642,322974.450124432,"Both families funded",0.993509074049543
"Mauritania",2019,FALSE,TRUE,0,24031712.9128532,"Social only",NA
"Mauritania",2020,FALSE,TRUE,0,298660.530565229,"Social only",NA
"Mauritania",2021,FALSE,TRUE,0,42677085.1370851,"Social only",NA
"Mauritius",2013,FALSE,TRUE,0,9365620.5653513,"Social only",NA
"Mauritius",2014,FALSE,TRUE,0,32342269.2584425,"Social only",NA
"Mauritius",2015,FALSE,TRUE,0,8927697.07036203,"Social only",NA
"Mauritius",2016,TRUE,TRUE,125092.847533228,47807439.9164377,"Both families funded",0.00260976919682525
"Mauritius",2017,TRUE,TRUE,4166966.03734929,33335.7282987943,"Both families funded",0.992063492063492
"Mauritius",2018,TRUE,TRUE,8965.41697486793,80855444.0398886,"Both families funded",0.0001108697514158
"Mauritius",2019,TRUE,TRUE,16362001.540516,216713.257303165,"Both families funded",0.986928223330576
"Mauritius",2021,FALSE,TRUE,0,1800000,"Social only",NA
"Mexico",2015,TRUE,FALSE,289412423.88302,0,"Strategic only",NA
"Mexico",2017,TRUE,TRUE,11235297.0309544,43327914.7039886,"Both families funded",0.205913410770854
"Mexico",2018,TRUE,FALSE,121627231.86326,0,"Strategic only",NA
"Mexico",2019,TRUE,FALSE,687172116.859523,0,"Strategic only",NA
"Mexico",2020,TRUE,TRUE,72578316.4480592,594660.97927739,"Both families funded",0.991873216039789
"Mexico",2021,TRUE,FALSE,373214285.72,0,"Strategic only",NA
"Micronesia",2013,TRUE,FALSE,11062623.3122562,0,"Strategic only",NA
"Micronesia",2014,FALSE,TRUE,0,221419.046281697,"Social only",NA
"Micronesia",2015,TRUE,TRUE,4473097.62934591,145895.824045263,"Both families funded",0.96841393573785
"Micronesia",2016,TRUE,TRUE,13504926.5300671,328080.545968542,"Both families funded",0.976282774658815
"Micronesia",2017,TRUE,TRUE,18032447.6114878,53353.2566700711,"Both families funded",0.997049992031926
"Micronesia",2018,FALSE,TRUE,0,217969.949575735,"Social only",NA
"Micronesia",2019,TRUE,TRUE,274149.765391962,13482775.3471456,"Both families funded",0.0199281280627247
"Micronesia",2020,TRUE,TRUE,27920925.0596848,420514.818649909,"Both families funded",0.985162545712035
"Micronesia",2021,TRUE,TRUE,25000000,150000,"Both families funded",0.99403578528827
"Moldova",2014,TRUE,TRUE,1329626.6250693,844492.586192666,"Both families funded",0.611570247933884
"Moldova",2017,TRUE,FALSE,4991373.32281149,0,"Strategic only",NA
"Moldova",2020,FALSE,TRUE,0,97230.4536141482,"Social only",NA
"Moldova",2021,FALSE,TRUE,0,2700000,"Social only",NA
"Mongolia",2013,TRUE,FALSE,85617974.3112084,0,"Strategic only",NA
"Mongolia",2014,TRUE,TRUE,83032142.3556366,108663938.370061,"Both families funded",0.433144705104583
"Mongolia",2015,TRUE,TRUE,81522471.0919797,252290124.768673,"Both families funded",0.244216282138169
"Mongolia",2016,TRUE,TRUE,297291365.373621,297486105.280291,"Both families funded",0.499836291792916
"Mongolia",2017,TRUE,TRUE,154912414.630679,374480.895691631,"Both families funded",0.997588457838491
"Mongolia",2018,TRUE,TRUE,75428260.9458852,198594398.509829,"Both families funded",0.275262859997443
"Mongolia",2019,TRUE,TRUE,126143443.422109,57958661.2298871,"Both families funded",0.685181973669203
"Mongolia",2020,FALSE,TRUE,0,280350686.333877,"Social only",NA
"Mongolia",2021,FALSE,TRUE,0,7200000,"Social only",NA
"Montenegro",2013,TRUE,FALSE,52340896.0216083,0,"Strategic only",NA
"Montenegro",2014,TRUE,FALSE,1045088488.14014,0,"Strategic only",NA
"Montenegro",2015,FALSE,TRUE,0,803492.736332583,"Social only",NA
"Montenegro",2016,TRUE,FALSE,4701387.92218187,0,"Strategic only",NA
"Montenegro",2017,TRUE,TRUE,3410572.82050666,146453.158918514,"Both families funded",0.958827076393133
"Montenegro",2018,TRUE,TRUE,44684892.8120102,681524.983895408,"Both families funded",0.984977324263039
"Montenegro",2021,FALSE,TRUE,0,540000,"Social only",NA
"Morocco",2014,TRUE,TRUE,331995717.994777,7098324.42471018,"Both families funded",0.979066797003974
"Morocco",2015,TRUE,FALSE,11121352.1087135,0,"Strategic only",NA
"Morocco",2016,TRUE,FALSE,196722031.09252,0,"Strategic only",NA
"Morocco",2018,TRUE,TRUE,261349746.489803,57359363.5887628,"Both families funded",0.820025967959865
"Morocco",2020,FALSE,TRUE,0,2062070.50004254,"Social only",NA
"Morocco",2021,FALSE,TRUE,0,9022271.71492205,"Social only",NA
"Mozambique",2013,TRUE,TRUE,120349600.212937,108800424.956818,"Both families funded",0.525200030520537
"Mozambique",2014,TRUE,FALSE,372808441.340713,0,"Strategic only",NA
"Mozambique",2015,FALSE,TRUE,0,6376161.24765256,"Social only",NA
"Mozambique",2016,FALSE,TRUE,0,5785942.09095649,"Social only",NA
"Mozambique",2017,TRUE,TRUE,2099732106.26715,91275072.9956117,"Both families funded",0.958341043397985
"Mozambique",2018,FALSE,TRUE,0,15039926.5207257,"Social only",NA
"Mozambique",2020,TRUE,TRUE,175901827.876015,146929.624145983,"Both families funded",0.999165403799309
"Mozambique",2021,FALSE,TRUE,0,27980000,"Social only",NA
"Myanmar",2013,TRUE,TRUE,237085082.356498,50761.6448485425,"Both families funded",0.999785938540577
"Myanmar",2014,TRUE,TRUE,110709523.140848,44836072.2099993,"Both families funded",0.711749650584014
"Myanmar",2015,TRUE,TRUE,5712833.35532466,47695310.9733079,"Both families funded",0.106965584128373
"Myanmar",2016,TRUE,TRUE,102440695.122638,29274396.3129501,"Both families funded",0.777744554599759
"Myanmar",2017,TRUE,TRUE,314588316.866726,9570790.37773177,"Both families funded",0.970475022407702
"Myanmar",2018,TRUE,TRUE,23135969.4319041,34593844.5693229,"Both families funded",0.400762930422959
"Myanmar",2019,TRUE,TRUE,13089601.2324128,1457771.97194082,"Both families funded",0.899791395225596
"Myanmar",2020,TRUE,TRUE,48023991.1026581,14471257.2430443,"Both families funded",0.768442279595494
"Myanmar",2021,TRUE,TRUE,126000000,165769570.36169,"Both families funded",0.431847638682146
"Namibia",2013,TRUE,TRUE,117761887.638511,33122.2291184889,"Both families funded",0.999718814666634
"Namibia",2014,TRUE,TRUE,154993332.397188,215350.20088126,"Both families funded",0.998612511895105
"Namibia",2016,FALSE,TRUE,0,16402225.8336861,"Social only",NA
"Namibia",2017,TRUE,TRUE,34105728.2050665,28569.4928404992,"Both families funded",0.999163026786333
"Namibia",2018,TRUE,TRUE,73657948.5742966,29166431.0521564,"Both families funded",0.716347123531267
"Namibia",2019,FALSE,TRUE,0,7819.87436590678,"Social only",NA
"Namibia",2020,FALSE,TRUE,0,851277.885436815,"Social only",NA
"Namibia",2021,FALSE,TRUE,0,10001488.4979702,"Social only",NA
"Nauru",2020,FALSE,TRUE,0,16462.1774151902,"Social only",NA
"Nepal",2013,TRUE,TRUE,73163750.8611576,49350674.4775611,"Both families funded",0.597184785864032
"Nepal",2014,TRUE,TRUE,566609.835945886,22141.9046281697,"Both families funded",0.962391780605896
"Nepal",2015,TRUE,FALSE,8312710.12459122,0,"Strategic only",NA
"Nepal",2016,TRUE,TRUE,251156094.178907,17207984.1158323,"Both families funded",0.935878213562796
"Nepal",2017,TRUE,TRUE,170528641.025332,1534757.76922799,"Both families funded",0.991080277502478
"Nepal",2018,TRUE,TRUE,229160747.256525,9948017.14516142,"Both families funded",0.958395430756986
"Nepal",2019,TRUE,TRUE,71834095.3633278,11235.6461226213,"Both families funded",0.999843613412803
"Nepal",2020,FALSE,TRUE,0,2543777.42713629,"Social only",NA
"Nepal",2021,TRUE,TRUE,7800000,141086663.803101,"Both families funded",0.0523888426321065
"Niger",2013,TRUE,TRUE,84852927.5846847,57037638.2716497,"Both families funded",0.598016697393392
"Niger",2014,TRUE,FALSE,4981928.54133819,0,"Strategic only",NA
"Niger",2015,TRUE,FALSE,109706640.879302,0,"Strategic only",NA
"Niger",2016,FALSE,TRUE,0,10102040.4372937,"Social only",NA
"Niger",2017,FALSE,TRUE,0,534562.311900869,"Social only",NA
"Niger",2018,FALSE,TRUE,0,82391.4413582736,"Social only",NA
"Niger",2019,TRUE,FALSE,1168507196.75262,0,"Strategic only",NA
"Niger",2020,FALSE,TRUE,0,1970440.41132456,"Social only",NA
"Niger",2021,FALSE,TRUE,0,14400000,"Social only",NA
"Nigeria",2013,TRUE,TRUE,1675495251.6986,14167.3269690132,"Both families funded",0.999991544465935
"Nigeria",2014,FALSE,TRUE,0,269518.910487021,"Social only",NA
"Nigeria",2015,FALSE,TRUE,0,146498.734529598,"Social only",NA
"Nigeria",2016,TRUE,FALSE,213235.682053692,0,"Strategic only",NA
"Nigeria",2017,TRUE,TRUE,1991401692.86547,49250349.8172295,"Both families funded",0.975865385775184
"Nigeria",2018,TRUE,TRUE,253936135.478083,415463791.280009,"Both families funded",0.379348914344669
"Nigeria",2019,TRUE,TRUE,1274264084.82169,78589702.5820594,"Both families funded",0.941908206700681
"Nigeria",2020,TRUE,TRUE,2872871963.92171,2247069.62706394,"Both families funded",0.999218442923287
"Nigeria",2021,TRUE,TRUE,50000000,8472280.18469398,"Both families funded",0.855106040709667
"Niue",2017,TRUE,FALSE,15971406.8563106,0,"Strategic only",NA
"Niue",2018,FALSE,TRUE,0,21796.9949575735,"Social only",NA
"North Korea",2013,TRUE,FALSE,405074203.370747,0,"Strategic only",NA
"North Korea",2014,TRUE,FALSE,423243859.042142,0,"Strategic only",NA
"North Korea",2015,TRUE,FALSE,224607280.548375,0,"Strategic only",NA
"North Korea",2016,TRUE,FALSE,187343904.566461,0,"Strategic only",NA
"North Korea",2017,TRUE,FALSE,214544622.750478,0,"Strategic only",NA
"North Korea",2018,TRUE,FALSE,272455870.624938,0,"Strategic only",NA
"North Korea",2019,TRUE,FALSE,233716607.47279,0,"Strategic only",NA
"North Macedonia",2013,TRUE,FALSE,883725311.628312,0,"Strategic only",NA
"North Macedonia",2014,FALSE,TRUE,0,16562587.1292334,"Social only",NA
"North Macedonia",2019,TRUE,TRUE,201898462.687809,5010044.87170603,"Both families funded",0.975786182352773
"North Macedonia",2020,FALSE,TRUE,0,474071.227112561,"Social only",NA
"North Macedonia",2021,FALSE,TRUE,0,5474010.75681905,"Social only",NA
"Oman",2015,TRUE,FALSE,20842259.9365945,0,"Strategic only",NA
"Oman",2016,TRUE,FALSE,537266051.303102,0,"Strategic only",NA
"Oman",2018,TRUE,FALSE,186037351.96289,0,"Strategic only",NA
