"entity","year","sector_family","project_count","funded_project_count","family_aid_usd2021","family_aid_usd2021_unadjusted","loan_share","development_intent_share","cpi","extreme_poverty","gini","gdp_pc","log_gdp_pc","log_family_aid","strategic_family","entity_year"
"Guinea-Bissau",2013,"Strategic",1,1,2538082.24242712,2538082.24242712,0,1,19,NA,NA,2131.8306,7.664736326219,14.7469197251533,1,"Guinea-Bissau__2013"
"Guinea-Bissau",2014,"Social",5,1,179679.273658014,179679.273658014,0,1,19,NA,NA,2096.5789,7.64806220005483,12.098934293001,0,"Guinea-Bissau__2014"
"Guinea-Bissau",2015,"Social",3,2,1713358.25475294,1713358.25475294,0,1,17,NA,NA,2168.7163,7.68189070466954,14.353966477882,0,"Guinea-Bissau__2015"
"Guinea-Bissau",2016,"Social",4,1,14169.6541003016,14169.6541003016,0,1,16,NA,NA,2227.1567,7.70848102849996,9.55892849254395,0,"Guinea-Bissau__2016"
"Guinea-Bissau",2018,"Strategic",1,1,17982520.8399981,17982520.8399981,0,1,16,21.66049,0.34765232,2307.8696,7.7440801268984,16.7049108352369,1,"Guinea-Bissau__2018"
"Guinea-Bissau",2020,"Social",7,3,334336.325034691,334336.325034691,0,1,NA,NA,NA,2360.5312,7.76664195743765,12.7199057174909,0,"Guinea-Bissau__2020"
"Guinea-Bissau",2021,"Social",9,3,7200000,7200000,0,1,NA,25.962856,0.33435068,2450.978,7.80424240755964,15.7895917228752,0,"Guinea-Bissau__2021"
"Guyana",2014,"Social",2,1,80438.3410045865,80438.3410045865,0,1,30,NA,NA,12030.053,9.39516321461156,11.2952586514685,0,"Guyana__2014"
"Guyana",2015,"Social",2,2,452171.076944159,452171.076944159,0,1,29,NA,NA,12040.082,9.39599652947085,13.0218180875699,0,"Guyana__2015"
"Guyana",2015,"Strategic",1,1,48209564.1799549,48209564.1799549,1,1,29,NA,NA,12040.082,9.39599652947085,17.6910680070496,1,"Guyana__2015"
"Guyana",2016,"Social",2,1,495937.893510556,495937.893510556,0,1,34,NA,NA,12420.472,9.42710135798598,13.1142079995501,0,"Guyana__2016"
"Guyana",2017,"Social",11,8,3606594.14126961,3606594.14126961,0,1,38,NA,NA,12801.641,9.45732864481539,15.0982747110769,0,"Guyana__2017"
"Guyana",2017,"Strategic",1,1,53518521.1178853,53518521.1178853,1,1,38,NA,NA,12801.641,9.45732864481539,17.7955383597611,1,"Guyana__2017"
"Guyana",2018,"Social",8,5,12335258.9133635,12335258.9133635,0,0.875,37,NA,NA,12980.357,9.47119249373194,16.3279723789326,0,"Guyana__2018"
"Guyana",2019,"Social",7,2,38209061.7691985,38209061.7691985,0,0.714285714285714,NA,NA,NA,13402.422,9.50319071587502,17.4585832907056,0,"Guyana__2019"
"Guyana",2020,"Social",9,6,32379639.9335348,32379639.9335348,0,0.777777777777778,NA,NA,NA,19234.129,9.86444153212318,17.2930404170088,0,"Guyana__2020"
"Guyana",2021,"Social",7,3,489496.402877698,489496.402877698,0,1,NA,NA,NA,22865.932,10.0374033962499,13.1011344352751,0,"Guyana__2021"
"Guyana",2021,"Strategic",2,2,210000000,210000000,1,0,NA,NA,NA,22865.932,10.0374033962499,19.1626180934436,1,"Guyana__2021"
"Haiti",2016,"Social",6,2,70848.270501508,70848.270501508,0,0.833333333333333,20,NA,NA,3435.7312,8.1419850495434,11.1683099486863,0,"Haiti__2016"
"Honduras",2013,"Strategic",1,1,335838967.980348,335838967.980348,1,0,26,14.568504,0.49958706,5644.134,8.6383720547178,19.6321423440591,1,"Honduras__2013"
"India",2013,"Strategic",4,3,714430669.963908,714430669.963908,1,0,36,NA,NA,5732.2417,8.65386195484204,20.3869965190853,1,"India__2013"
"India",2015,"Strategic",1,1,16834133.5436842,16834133.5436842,1,0,38,18.751444,0.3468829,6488.146,8.77773209862467,16.6389192010993,1,"India__2015"
"India",2016,"Strategic",3,3,530688970.191545,530688970.191545,1,0,40,18.123507,0.34746763,6940.626,8.84514725116203,20.0896866659571,1,"India__2016"
"India",2018,"Social",4,1,95590.8297232795,95590.8297232795,0,0.5,41,11.096276,0.34550628,7714.34,8.95083621350338,11.4678426322417,0,"India__2018"
"India",2020,"Strategic",1,1,101530636.580682,101530636.580682,1,1,NA,15.454644,0.33778515,7399.531,8.90917189880539,18.4358711589847,1,"India__2020"
"Indonesia",2013,"Strategic",12,11,3910630331.12071,3910630331.12071,0.916666666666667,0.25,32,10.808527,0.38926852,10121.814,9.22244817579013,22.0869644082118,1,"Indonesia__2013"
"Indonesia",2014,"Strategic",7,7,1350647689.92369,1350647689.92369,1,0.142857142857143,34,9.682687,0.3877997,10504.387,9.25954825841133,21.023850085398,1,"Indonesia__2014"
"Indonesia",2015,"Social",5,5,305489803.292756,305489803.292756,0.8,0.6,36,8.451447,0.38207534,10893.662,9.29593643120931,19.5374269621819,0,"Indonesia__2015"
"Indonesia",2015,"Strategic",9,9,2123054135.62974,2123054135.62974,1,0,36,8.451447,0.38207534,10893.662,9.29593643120931,21.4761215194035,1,"Indonesia__2015"
"Indonesia",2016,"Social",2,1,1776964.0171141,1776964.0171141,0,1,37,6.6683493,0.368857,11319.663,9.33429658099601,14.3904174204569,0,"Indonesia__2016"
"Indonesia",2016,"Strategic",17,16,4747741817.00582,4747741817.00582,1,0.0588235294117647,37,6.6683493,0.368857,11319.663,9.33429658099601,22.2809349352157,1,"Indonesia__2016"
"Indonesia",2017,"Strategic",24,24,6742193037.66277,6742193037.66277,1,0.0833333333333333,37,4.302148,0.3636789,11772.574,9.37352786793359,22.6316510856033,1,"Indonesia__2017"
"Indonesia",2018,"Strategic",11,11,2114885113.79739,2114885113.79739,1,0.272727272727273,38,4.4100747,0.36338645,12262.231,9.41427916683382,21.4722663287246,1,"Indonesia__2018"
"Indonesia",2019,"Strategic",6,6,1549834329.3438,1549834329.3438,1,0,NA,3.3554103,0.35359862,12757.785,9.45389695248871,21.1614138785159,1,"Indonesia__2019"
"Indonesia",2020,"Social",4,4,3996991.45855238,3996991.45855238,0,1,NA,2.8259249,0.35335615,12388.545,9.4245275343133,15.2010527509147,0,"Indonesia__2020"
"Indonesia",2020,"Strategic",6,6,464337123.275195,464337123.275195,1,0,NA,2.8259249,0.35335615,12388.545,9.4245275343133,19.9561214073108,1,"Indonesia__2020"
"Indonesia",2021,"Social",7,6,75944125.0790698,75944125.0790698,0,1,NA,2.8577144,0.35504764,12757.074,9.45384122025832,18.1455084447008,0,"Indonesia__2021"
"Indonesia",2021,"Strategic",6,6,686666663.999996,686666663.999996,1,0,NA,2.8577144,0.35504764,12757.074,9.45384122025832,20.3473595286526,1,"Indonesia__2021"
"Iran",2013,"Strategic",2,2,134044583.496718,134044583.496718,1,0.5,25,0.28810316,0.3396952,13804.791,9.53277098480742,18.7136830227009,1,"Iran__2013"
"Iran",2014,"Social",2,2,215622788.462682,215622788.462682,1,0.5,27,0.6163683,0.34814033,14299.571,9.56798481579799,19.1890410939301,0,"Iran__2014"
"Iran",2014,"Strategic",6,6,3896127252.18173,3896127252.18173,1,0,27,0.6163683,0.34814033,14299.571,9.56798481579799,22.0832488847143,1,"Iran__2014"
"Iran",2015,"Strategic",1,1,1144721080.97053,1144721080.97053,1,0,27,0.40074104,0.35264048,13905.192,9.54001757455548,20.8584268477459,1,"Iran__2015"
"Iran",2016,"Strategic",3,3,1663922781.34721,1663922781.34721,1,0.333333333333333,29,0.4450634,0.35912308,14915.594,9.61016252183467,21.2324437734293,1,"Iran__2016"
"Iran",2017,"Social",1,1,377966915.502879,377966915.502879,1,1,30,0.32945344,0.36693677,15108.109,9.622986898527,19.7503172272744,0,"Iran__2017"
"Iran",2017,"Strategic",5,4,3413247915.28948,3413247915.28948,0.8,0.4,30,0.32945344,0.36693677,15108.109,9.622986898527,21.950930143052,1,"Iran__2017"
"Iran",2018,"Strategic",4,4,3580815345.51452,3580815345.51452,1,0,28,0.6712102,0.37419906,14642.498,9.59168340137523,21.9988563618509,1,"Iran__2018"
"Iran",2019,"Strategic",2,2,3062368267.26263,3062368267.26263,1,0,NA,0.72633666,0.36482257,14040.665,9.5497130411305,21.8424543974473,1,"Iran__2019"
"Iran",2020,"Social",6,4,399995.172405045,399995.172405045,0,1,NA,0.8114429,0.3584295,14397.153,9.57478575768389,12.8992102570569,0,"Iran__2020"
"Iran",2021,"Social",6,3,45000000,45000000,0,0.666666666666667,NA,0.65237933,0.3546873,14951.895,9.61259332663883,17.6221730699568,0,"Iran__2021"
"Iraq",2013,"Strategic",1,1,465879096.054401,465879096.054401,1,0,16,NA,NA,13712.932,9.52609460818934,19.9594367100463,1,"Iraq__2013"
"Iraq",2014,"Strategic",1,1,393018807.150013,393018807.150013,1,0,16,NA,NA,13536.823,9.51316888082513,19.7893680265765,1,"Iraq__2014"
"Iraq",2016,"Strategic",3,2,1285718988.92612,1285718988.92612,1,0.333333333333333,17,NA,NA,15016.092,9.61687770504566,20.974583924052,1,"Iraq__2016"
"Iraq",2018,"Strategic",4,4,760392528.493944,760392528.493944,1,0,18,NA,NA,14456.235,9.57888108836572,20.4493453440878,1,"Iraq__2018"
"Iraq",2019,"Social",4,2,528075.367763205,528075.367763205,0,0.5,NA,NA,NA,14910.225,9.60980249818818,13.1769961881448,0,"Iraq__2019"
"Iraq",2019,"Strategic",2,2,1273373225.73234,1273373225.73234,1,0,NA,NA,NA,14910.225,9.60980249818818,20.9649353003005,1,"Iraq__2019"
"Iraq",2020,"Strategic",1,1,1261760467.13576,1261760467.13576,1,0,NA,NA,NA,12827.635,9.45935710702502,20.9557737796715,1,"Iraq__2020"
"Iraq",2021,"Social",9,6,1647400000,1647400000,0.111111111111111,0.888888888888889,NA,NA,NA,12731.754,9.45185446682041,21.2224641250784,0,"Iraq__2021"
"Iraq",2021,"Strategic",3,3,756950000,756950000,1,0.333333333333333,NA,NA,NA,12731.754,9.45185446682041,20.4448077603433,1,"Iraq__2021"
"Israel",2014,"Strategic",5,5,2007990896.04204,2007990896.04204,1,0,60,0.49243245,0.3975749,40702.75,10.6140509367157,21.42040050542,1,"Israel__2014"
"Israel",2015,"Social",3,3,448910227.83158,448910227.83158,1,0,61,0.49385363,0.3971953,40827.438,10.6171096343655,19.9223334899296,0,"Israel__2015"
"Israel",2020,"Strategic",2,2,140009276.386246,140009276.386246,1,0,NA,0.44975653,0.37773558,43004.207,10.6690532270993,18.7572192454226,1,"Israel__2020"
"Jamaica",2013,"Social",8,6,7485443.46639774,7485443.46639774,0,0.875,38,NA,NA,9687.608,9.17860282198656,15.8284709550211,0,"Jamaica__2013"
"Jamaica",2013,"Strategic",3,3,855082469.898156,855082469.898156,1,0,38,NA,NA,9687.608,9.17860282198656,20.5667084794402,1,"Jamaica__2013"
"Jamaica",2014,"Social",5,1,8998191.76143082,8998191.76143082,0.2,1,38,NA,NA,9719.304,9.18186928995246,16.0125343108511,0,"Jamaica__2014"
"Jamaica",2014,"Strategic",1,1,22870337.8633891,22870337.8633891,1,1,38,NA,NA,9719.304,9.18186928995246,16.9453513828279,1,"Jamaica__2014"
"Jamaica",2015,"Social",3,1,448910.22783158,448910.22783158,0,0.333333333333333,41,NA,NA,9778.118,9.18790231097332,13.0145804363342,0,"Jamaica__2015"
"Jamaica",2016,"Social",2,1,6140183.44346403,6140183.44346403,0,0.5,39,NA,NA,9886.552,9.19893072884462,15.6303653393243,0,"Jamaica__2016"
"Jamaica",2016,"Strategic",2,2,203638777.705733,203638777.705733,1,0.5,39,NA,NA,9886.552,9.19893072884462,19.1318582896603,1,"Jamaica__2016"
"Jamaica",2017,"Social",2,1,2650377.76114824,2650377.76114824,0,1,44,NA,NA,9964.391,9.20677311688072,14.7902131164843,0,"Jamaica__2017"
"Jamaica",2017,"Strategic",1,1,376123174.451645,376123174.451645,1,0,44,NA,NA,9964.391,9.20677311688072,19.7454272419932,1,"Jamaica__2017"
"Jamaica",2018,"Social",15,7,45011395.0956435,45011395.0956435,0,0.8,44,0.05606334,0.3563868,10137.111,9.22395832530765,17.622426262243,0,"Jamaica__2018"
"Jamaica",2020,"Social",4,3,135311.191146886,135311.191146886,0,1,NA,NA,NA,9178.32,9.12459946033085,11.8153399146591,0,"Jamaica__2020"
"Jamaica",2021,"Social",3,3,1950155.25899993,1950155.25899993,0,1,NA,0.30976602,0.4021027,9577.164,9.16713679373545,14.4834200601499,0,"Jamaica__2021"
"Jordan",2016,"Social",6,1,3553928.0342282,3553928.0342282,0,0.833333333333333,48,NA,NA,9321.904,9.14012217866039,15.0835643196381,0,"Jordan__2016"
"Jordan",2016,"Strategic",2,2,153504586.086601,153504586.086601,1,1,48,NA,NA,9321.904,9.14012217866039,18.8492410078454,1,"Jordan__2016"
"Jordan",2017,"Strategic",5,5,1830001525.09697,1830001525.09697,0.8,0.2,48,NA,NA,9339.811,9.14204129547211,21.3275826377322,1,"Jordan__2017"
"Jordan",2019,"Social",7,1,112356.461226213,112356.461226213,0,0.571428571428571,NA,NA,NA,9288.527,9.1365352616475,11.6294406859666,0,"Jordan__2019"
"Jordan",2020,"Social",2,2,1177816.30271775,1177816.30271775,0,1,NA,NA,NA,9022.64,9.10749225316021,13.9791735400943,0,"Jordan__2020"
"Jordan",2021,"Social",3,2,12600000,12600000,0,1,NA,NA,NA,9182.496,9.12505434208251,16.3492074512868,0,"Jordan__2021"
"Kazakhstan",2013,"Social",2,2,107325571.310584,107325571.310584,0,1,26,0.033109628,0.2706543,30177.488,10.314851494928,18.4913775045609,0,"Kazakhstan__2013"
"Kazakhstan",2013,"Strategic",2,2,789625586.532884,789625586.532884,1,0.5,26,0.033109628,0.2706543,30177.488,10.314851494928,20.4870694512486,1,"Kazakhstan__2013"
"Kazakhstan",2014,"Social",1,1,70521.9662407207,70521.9662407207,0,1,29,0.01927526,0.2701586,30986.438,10.3413049038723,11.1636936980311,0,"Kazakhstan__2014"
"Kazakhstan",2014,"Strategic",1,1,221419046.281697,221419046.281697,1,0,29,0.01927526,0.2701586,30986.438,10.3413049038723,19.215567605621,1,"Kazakhstan__2014"
"Kazakhstan",2015,"Social",1,1,71488.9537821792,71488.9537821792,0,1,28,0.038270585,0.26803666,30893.76,10.3383095007453,11.1773122122672,0,"Kazakhstan__2015"
"Kazakhstan",2015,"Strategic",4,4,1638713900.05285,1638713900.05285,1,0,28,0.038270585,0.26803666,30893.76,10.3383095007453,21.2171775644565,1,"Kazakhstan__2015"
"Kazakhstan",2016,"Social",2,1,75217.2471824343,75217.2471824343,0,0.5,29,0.05052872,0.27225325,30758.322,10.3339158707662,11.2281491292061,0,"Kazakhstan__2016"
"Kazakhstan",2016,"Strategic",2,2,2715850369.22447,2715850369.22447,1,0,29,0.05052872,0.27225325,30758.322,10.3339158707662,21.7223709531608,1,"Kazakhstan__2016"
"Kazakhstan",2017,"Social",4,2,19893620.2413629,19893620.2413629,0,1,31,0.041498996,0.27450275,31524.441,10.3585184287171,16.8059096976756,0,"Kazakhstan__2017"
"Kazakhstan",2017,"Strategic",15,15,4087384597.55833,4087384597.55833,1,0.133333333333333,31,0.041498996,0.27450275,31524.441,10.3585184287171,22.1311711400026,1,"Kazakhstan__2017"
"Kazakhstan",2018,"Social",1,1,31585.2465265919,31585.2465265919,0,1,31,0.0151407905,0.27792874,32330.227,10.3837578920372,10.3604770683318,0,"Kazakhstan__2018"
"Kazakhstan",2018,"Strategic",1,1,792552151.61792,792552151.61792,1,0,31,0.0151407905,0.27792874,32330.227,10.3837578920372,20.4907688692703,1,"Kazakhstan__2018"
"Kazakhstan",2019,"Social",3,3,69708353.0610909,69708353.0610909,0.333333333333333,0.333333333333333,NA,0.016059816,0.27968282,33298.21,10.41325892077,18.0598307259529,0,"Kazakhstan__2019"
"Kazakhstan",2019,"Strategic",5,5,2471056918.12663,2471056918.12663,1,0.6,NA,0.016059816,0.27968282,33298.21,10.41325892077,21.6279117985426,1,"Kazakhstan__2019"
"Kazakhstan",2020,"Social",8,3,1459761.80397044,1459761.80397044,0,1,NA,0.01182706,0.2868392,32011.549,10.3738520229209,14.193784517452,0,"Kazakhstan__2020"
"Kazakhstan",2020,"Strategic",5,5,827900580.318235,827900580.318235,1,0.4,NA,0.01182706,0.2868392,32011.549,10.3738520229209,20.5344036342688,1,"Kazakhstan__2020"
"Kazakhstan",2021,"Strategic",2,2,637000000,637000000,1,0.5,NA,0.017695257,0.29191533,32945.85,10.4026205835918,20.2722802151063,1,"Kazakhstan__2021"
"Kenya",2013,"Social",3,2,91188441.8525892,91188441.8525892,0.333333333333333,0.666666666666667,27,NA,NA,4443.371,8.39916860158799,18.3284387239069,0,"Kenya__2013"
"Kenya",2013,"Strategic",3,3,298665125.018923,298665125.018923,1,1,27,NA,NA,4443.371,8.39916860158799,19.514833523839,1,"Kenya__2013"
"Kenya",2014,"Social",7,4,58876248.4406739,58876248.4406739,0.142857142857143,0.571428571428571,25,NA,NA,4558.552,8.42476030822105,17.8909483319979,0,"Kenya__2014"
"Kenya",2014,"Strategic",3,3,3997191098.74444,3997191098.74444,1,0.333333333333333,25,NA,NA,4558.552,8.42476030822105,22.1088577263269,1,"Kenya__2014"
"Kenya",2015,"Social",6,2,2447884.93870196,2447884.93870196,0,0.833333333333333,25,29.365105,0.4077446,4679.622,8.45097261641891,14.7107353278613,0,"Kenya__2015"
"Kenya",2015,"Strategic",2,2,1723718364.23349,1723718364.23349,1,0.5,25,29.365105,0.4077446,4679.622,8.45097261641891,21.2677496346095,1,"Kenya__2015"
"Kenya",2016,"Social",7,2,720054589.191474,720054589.196993,0.142857142857143,0.714285714285714,26,NA,NA,4770.3105,8.47016667610347,20.3948375868106,0,"Kenya__2016"
"Kenya",2016,"Strategic",1,1,229950576.621994,229950576.621994,1,0,26,NA,NA,4770.3105,8.47016667610347,19.2533749638931,1,"Kenya__2016"
"Kenya",2017,"Social",5,3,464159504.971734,464159504.971734,0.6,0.4,28,NA,NA,4846.8623,8.48608682611647,19.9557388139877,0,"Kenya__2017"
"Kenya",2017,"Strategic",9,9,1415627385.72939,1415627385.72939,1,0.444444444444444,28,NA,NA,4846.8623,8.48608682611647,21.0708386526241,1,"Kenya__2017"
"Kenya",2018,"Social",10,4,186584655.737859,186584655.737859,0.1,0.8,27,NA,NA,5017.668,8.52072056292012,19.0443956175834,0,"Kenya__2018"
"Kenya",2018,"Strategic",1,1,196133419.371748,196133419.371748,1,1,27,NA,NA,5017.668,8.52072056292012,19.094305701795,1,"Kenya__2018"
"Kenya",2019,"Social",6,5,99607554.4487465,99607554.4487465,0.166666666666667,1,NA,NA,NA,5171.7124,8.55095913123038,18.4167485775969,0,"Kenya__2019"
"Kenya",2019,"Strategic",1,1,562905870.743331,562905870.743331,1,0,NA,NA,NA,5171.7124,8.55095913123038,20.1486229816169,1,"Kenya__2019"
"Kenya",2020,"Social",6,3,868785.184263042,868785.184263042,0,1,NA,35.03161,0.36246458,5057.4014,8.52860807305353,13.674852325944,0,"Kenya__2020"
"Kenya",2020,"Strategic",2,1,39533491.6185994,39533491.6185994,0.5,1,NA,35.03161,0.36246458,5057.4014,8.52860807305353,17.4926587849899,1,"Kenya__2020"
"Kenya",2021,"Social",3,2,3603500,3603500,0,1,NA,36.146057,0.3870143,5338.8525,8.58276602122213,15.0974164308546,0,"Kenya__2021"
"Kenya",2021,"Strategic",3,1,18241517.6942721,18241517.6942721,0.333333333333333,1,NA,36.146057,0.3870143,5338.8525,8.58276602122213,16.7192108008918,1,"Kenya__2021"
"Kiribati",2019,"Social",1,1,280891.153065534,280891.153065534,0,1,NA,1.6780767,0.27832702,2927.4836,7.98189849340665,12.5457260777272,0,"Kiribati__2019"
"Kiribati",2020,"Social",10,8,3435044.01475669,3435044.01475669,0,0.9,NA,NA,NA,2860.751,7.95883945675645,15.0495405882854,0,"Kiribati__2020"
"Kiribati",2021,"Social",18,15,12218272.9323308,12218272.9323308,0,1,NA,NA,NA,3049.4739,8.02272436291976,16.318443252331,0,"Kiribati__2021"
"Kiribati",2021,"Strategic",5,2,6986466.16541352,6986466.16541352,0,0.6,NA,NA,NA,3049.4739,8.02272436291976,15.7594855737726,1,"Kiribati__2021"
"Kyrgyzstan",2013,"Strategic",3,3,1225035333.52558,1225035333.52558,1,0,24,2.6200042,0.2881479,5418.5405,8.5975817777284,20.9262355250378,1,"Kyrgyzstan__2013"
"Kyrgyzstan",2014,"Strategic",2,1,9433161.86704574,9433161.86704574,0,0.5,27,1.0484436,0.26819003,5513.755,8.61500115824259,16.0597420031509,1,"Kyrgyzstan__2014"
"Kyrgyzstan",2015,"Strategic",2,2,332458725.089987,332458725.089987,1,0.5,28,2.1805964,0.2899781,5600.215,8.6305602688434,19.622026278295,1,"Kyrgyzstan__2015"
"Kyrgyzstan",2016,"Strategic",1,1,86982388.6377354,86982388.6377354,0,1,28,1.1435105,0.26780704,5715.0107,8.65085144849312,18.2812162381725,1,"Kyrgyzstan__2016"
"Kyrgyzstan",2017,"Social",3,1,170528.641025333,170528.641025333,0,0.666666666666667,29,1.2685745,0.2733501,5861.2227,8.67611351268342,12.0466644082519,0,"Kyrgyzstan__2017"
"Kyrgyzstan",2017,"Strategic",3,2,224991524.29422,224991524.29422,0.333333333333333,0.666666666666667,29,1.2685745,0.2733501,5861.2227,8.67611351268342,19.2315732941003,1,"Kyrgyzstan__2017"
"Kyrgyzstan",2018,"Social",1,1,7367384.29565985,7367384.29565985,0,1,29,0.73589146,0.27690327,5951.829,8.69145384626151,15.8125734245091,0,"Kyrgyzstan__2018"
"Kyrgyzstan",2018,"Strategic",2,2,88189801.8913944,88189801.8913944,0.5,0.5,29,0.73589146,0.27690327,5951.829,8.69145384626151,18.295001900817,1,"Kyrgyzstan__2018"
"Kyrgyzstan",2020,"Social",20,10,10419043.7502403,10419043.7502403,0,1,NA,1.3309736,0.28989273,5537.796,8.6193518666494,16.1591459154461,0,"Kyrgyzstan__2020"
"Kyrgyzstan",2021,"Social",12,7,42233356.9596848,42233356.9596848,0,1,NA,0.71577924,0.2879339,5736.479,8.65460088646374,17.5587209397253,0,"Kyrgyzstan__2021"
"Laos",2013,"Social",10,5,146393934.000735,146393934.000735,0.2,0.9,26,NA,NA,5974.4736,8.69525127250023,18.8018117310427,0,"Laos__2013"
"Laos",2013,"Strategic",5,3,821483095.773085,821483095.773085,0.6,0.4,26,NA,NA,5974.4736,8.69525127250023,20.5266219191777,1,"Laos__2013"
"Laos",2014,"Social",6,4,64805657.9540926,64805657.9540926,0,0.833333333333333,25,NA,NA,6341.2124,8.754825259433,17.986903487048,0,"Laos__2014"
"Laos",2014,"Strategic",8,8,2550834112.70521,2550834112.70521,1,0.25,25,NA,NA,6341.2124,8.754825259433,21.6596862460439,1,"Laos__2014"
"Laos",2015,"Social",9,1,10970354.1600608,10970354.1600608,0,0.888888888888889,25,NA,NA,6703.741,8.81042100776407,16.2107072073026,0,"Laos__2015"
"Laos",2015,"Strategic",9,8,1517150394.39799,1517150394.39799,0.888888888888889,0.111111111111111,25,NA,NA,6703.741,8.81042100776407,21.1400996724106,1,"Laos__2015"
"Laos",2016,"Social",7,3,181130749.046507,181130749.046507,0.285714285714286,0.857142857142857,30,NA,NA,7063.2554,8.862661329027,19.0147297043897,0,"Laos__2016"
"Laos",2016,"Strategic",12,10,4402779571.5871,4402779571.5871,0.833333333333333,0.333333333333333,30,NA,NA,7063.2554,8.862661329027,22.2055018994614,1,"Laos__2016"
"Laos",2017,"Social",8,3,112741600.441078,112741600.441078,0,0.875,29,NA,NA,7432.4595,8.91361210581603,18.5406090452452,0,"Laos__2017"
"Laos",2017,"Strategic",7,6,1028457607.41773,1028457607.41773,0.857142857142857,0.428571428571429,29,NA,NA,7432.4595,8.91361210581603,20.7513260493072,1,"Laos__2017"
"Laos",2018,"Social",8,1,27246.2436969669,27246.2436969669,0,1,29,7.1383624,0.38802433,7775.086,8.95867979807951,10.2127076462404,0,"Laos__2018"
